body,category_id,head,id,image_id,left-back-leg,left-front-leg,left-wing,right-back-leg,right-front-leg,right-wing,tail
"(1105, 1251)",8,"(1286, 1166)",44018,59cb3803-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1076, 1418)","(-1, -1)","(986, 1458)","(1182, 1429)","(-1, -1)","(885, 1439)"
"(1042, 95)",34,"(-1, -1)",41311,597cd74d-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1310, 790)","(-1, -1)","(926, 746)","(1047, 860)","(-1, -1)","(-1, -1)"
"(239, 1134)",7,"(-1, -1)",23714,5a230f83-23d2-11e8-a6a3-ec086b02610b,"(282, 1206)","(205, 1208)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(343, 1106)"
"(1686, 783)",1,"(1750, 764)",31451,598c5b90-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1622, 874)","(1714, 817)","(-1, -1)","(1541, 821)"
"(1221, 1002)",8,"(1179, 711)",13041,598c5d3e-23d2-11e8-a6a3-ec086b02610b,"(1153, 1456)","(-1, -1)","(-1, -1)","(1244, 1446)","(1312, 1132)","(-1, -1)","(1177, 1311)"
"(574, 1213)",99,"(515, 1229)",41182,5a07cb93-23d2-11e8-a6a3-ec086b02610b,"(614, 1243)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(685, 1230)"
"(1044, 1044)",8,"(1090, 841)",29963,5a1307fc-23d2-11e8-a6a3-ec086b02610b,"(1105, 1473)","(921, 1147)","(-1, -1)","(1194, 1476)","(-1, -1)","(-1, -1)","(1169, 1360)"
"(641, 895)",7,"(724, 935)",31435,597fef17-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(600, 938)","(684, 942)","(-1, -1)","(575, 801)"
"(1774, 779)",1,"(1865, 766)",43668,59d0e226-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1828, 810)","(-1, -1)","(1652, 824)"
"(909, 1236)",7,"(998, 1290)",8656,59c99cad-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(814, 1282)","(936, 1311)","(-1, -1)","(797, 1125)"
"(1170, 1037)",1,"(-1, -1)",2642,59aadd01-23d2-11e8-a6a3-ec086b02610b,"(1116, 1137)","(-1, -1)","(-1, -1)","(1161, 1115)","(-1, -1)","(-1, -1)","(1099, 1127)"
,11,,6583,59f94646-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(763, 1222)",99,"(717, 1252)",33629,596d640a-23d2-11e8-a6a3-ec086b02610b,"(782, 1258)","(742, 1270)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(856, 1230)"
"(107, 811)",7,"(245, 850)",19281,59fc7d49-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(187, 891)","(-1, -1)","(-1, -1)","(112, 882)","(-1, -1)","(-1, -1)"
"(-1, -1)",7,"(-1, -1)",14377,59641d60-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(58, 833)"
"(516, 1324)",99,"(456, 1353)",37888,597516c2-23d2-11e8-a6a3-ec086b02610b,"(552, 1346)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(640, 1308)"
"(1461, 934)",11,"(1461, 918)",12807,596d6617-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(175, 990)",16,"(377, 1070)",15565,59e77c8a-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(230, 1169)","(-1, -1)","(-1, -1)"
"(1418, 1162)",10,"(1460, 1150)",25946,59cb3811-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1403, 1200)","(-1, -1)","(-1, -1)","(1374, 1190)"
"(316, 842)",10,"(351, 810)",39427,59edf26d-23d2-11e8-a6a3-ec086b02610b,"(276, 877)","(337, 866)","(-1, -1)","(293, 885)","(348, 867)","(-1, -1)","(277, 852)"
"(469, 1213)",10,"(530, 1281)",25875,59c80585-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(450, 1272)","(484, 1284)","(-1, -1)","(-1, -1)"
"(79, 850)",11,"(93, 820)",15233,5a1b1579-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(43, 843)","(-1, -1)"
"(154, 961)",16,"(27, 705)",29190,598624b5-23d2-11e8-a6a3-ec086b02610b,"(177, 1136)","(-1, -1)","(-1, -1)","(149, 1104)","(-1, -1)","(-1, -1)","(344, 1050)"
"(1852, 762)",1,"(-1, -1)",20270,59fc7f3e-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1703, 781)"
"(1104, 592)",6,"(1240, 517)",41785,59e105a6-23d2-11e8-a6a3-ec086b02610b,"(969, 829)","(1102, 821)","(-1, -1)","(858, 894)","(1240, 833)","(-1, -1)","(855, 601)"
"(602, 1434)",6,"(-1, -1)",24633,59b7a627-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(196, 1340)","(-1, -1)","(-1, -1)","(380, 1157)"
"(1860, 601)",9,"(2000, 616)",6022,5a16409d-23d2-11e8-a6a3-ec086b02610b,"(1710, 809)","(-1, -1)","(-1, -1)","(1626, 860)","(1935, 778)","(-1, -1)","(1619, 700)"
"(1330, 1260)",5,"(-1, -1)",24741,59be3e97-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1292, 1329)"
"(-1, -1)",34,"(-1, -1)",35581,598c5ae6-23d2-11e8-a6a3-ec086b02610b,"(670, 845)","(-1, -1)","(-1, -1)","(179, 956)","(-1, -1)","(-1, -1)","(-1, -1)"
"(884, 889)",9,"(1167, 761)",9691,599105a8-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(940, 1072)","(-1, -1)","(629, 1237)","(1099, 971)","(-1, -1)","(563, 949)"
"(78, 852)",11,"(88, 823)",30931,59bca678-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(40, 839)","(-1, -1)"
"(1683, 469)",9,"(-1, -1)",45158,59b4840f-23d2-11e8-a6a3-ec086b02610b,"(1537, 662)","(-1, -1)","(-1, -1)","(1601, 680)","(-1, -1)","(-1, -1)","(1575, 542)"
"(188, 829)",7,"(309, 890)",17160,59c1799f-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(98, 870)","(-1, -1)","(-1, -1)","(23, 756)"
"(1463, 927)",11,"(1472, 917)",11780,597fedea-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(1456, 922)","(-1, -1)","(-1, -1)","(1475, 932)","(1456, 943)"
,10,,15db2144-2f2b-4c36-9c54-d26eb78ac8f5,592c4d49-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(795, 839)",6,"(646, 819)",31012,588095ca-23d2-11e8-a6a3-ec086b02610b,"(839, 1008)","(773, 1032)","(-1, -1)","(938, 1010)","(622, 1047)","(-1, -1)","(960, 841)"
"(1511, 950)",10,"(1608, 1002)",5253,591e3fe6-23d2-11e8-a6a3-ec086b02610b,"(1513, 1027)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1444, 956)"
"(996, 616)",3,"(1039, 799)",43205,59341bfd-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(866, 647)","(-1, -1)","(-1, -1)","(824, 520)"
"(763, 544)",8,"(1088, 595)",39662,588f682f-23d2-11e8-a6a3-ec086b02610b,"(352, 962)","(797, 951)","(-1, -1)","(597, 968)","(960, 829)","(-1, -1)","(236, 727)"
"(1286, 1209)",1,"(1223, 1289)",19848,58cfcc1a-23d2-11e8-a6a3-ec086b02610b,"(1377, 1213)","(1269, 1275)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1396, 1138)"
"(2029, 732)",9,"(-1, -1)",33485,592abe68-23d2-11e8-a6a3-ec086b02610b,"(1841, 950)","(-1, -1)","(-1, -1)","(2008, 926)","(-1, -1)","(-1, -1)","(1824, 824)"
"(981, 770)",16,"(1063, 799)",34081,58dc4dc2-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1138, 939)","(-1, -1)","(873, 764)","(1032, 939)","(-1, -1)","(868, 650)"
"(549, 1391)",3,"(-1, -1)",12846,5930ff95-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1696, 1309)",16,"(1433, 1164)",16843,58945f9c-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1614, 1473)","(-1, -1)","(-1, -1)","(1411, 1394)","(-1, -1)","(-1, -1)"
"(1399, 1151)",11,"(1374, 1122)",41481,5911d7cd-23d2-11e8-a6a3-ec086b02610b,"(1412, 1230)","(-1, -1)","(1399, 1182)","(-1, -1)","(-1, -1)","(-1, -1)","(1455, 1181)"
"(776, 1202)",16,"(994, 1234)",4061,58b13321-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(886, 1374)","(-1, -1)","(681, 1322)","(986, 1394)","(-1, -1)","(585, 1214)"
"(1025, 691)",9,"(911, 721)",4625,585c03f7-23d2-11e8-a6a3-ec086b02610b,"(1144, 792)","(1002, 768)","(-1, -1)","(1073, 769)","(954, 771)","(-1, -1)","(1159, 684)"
,33,,6d28c369-7de7-11e7-884d-7845c41c2c67,589461c9-23d2-11e8-a6a3-ec086b02610b,,,,,,,
,33,,7706efbf-7de7-11e7-884d-7845c41c2c67,58dabe63-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(508, 824)",9,"(237, 812)",20504,589462d1-23d2-11e8-a6a3-ec086b02610b,"(684, 1008)","(442, 1032)","(-1, -1)","(715, 1020)","(380, 1010)","(-1, -1)","(786, 819)"
"(1556, 877)",5,"(-1, -1)",1177,58f5af17-23d2-11e8-a6a3-ec086b02610b,"(1591, 904)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1712, 878)"
"(1519, 522)",5,"(1525, 510)",25716,58ede390-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1512, 546)","(1526, 537)","(-1, -1)","(1496, 538)"
"(1249, 932)",1,"(1093, 1024)",13133,58e28026-23d2-11e8-a6a3-ec086b02610b,"(1335, 1015)","(1227, 1029)","(-1, -1)","(-1, -1)","(1176, 1042)","(-1, -1)","(1432, 864)"
"(2144, 458)",8,"(-1, -1)",32752,58e40f50-23d2-11e8-a6a3-ec086b02610b,"(1098, 1467)","(2225, 1299)","(-1, -1)","(1943, 1390)","(2395, 1175)","(-1, -1)","(1100, 866)"
"(1410, 721)",6,"(1132, 714)",36805,593418a0-23d2-11e8-a6a3-ec086b02610b,"(1597, 970)","(1130, 940)","(-1, -1)","(1792, 951)","(1329, 977)","(-1, -1)","(1698, 718)"
,33,,6bf25019-7de7-11e7-884d-7845c41c2c67,58cb1105-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(992, 699)",5,"(1012, 675)",29920,58d7a36d-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(973, 752)"
"(792, 775)",1,"(911, 773)",25782,5860ef5f-23d2-11e8-a6a3-ec086b02610b,"(745, 862)","(-1, -1)","(-1, -1)","(689, 855)","(887, 833)","(-1, -1)","(627, 794)"
,33,,62698546-7de7-11e7-884d-7845c41c2c67,58a52ec3-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(292, 920)",8,"(214, 877)",16915,58f108a4-23d2-11e8-a6a3-ec086b02610b,"(367, 1094)","(276, 992)","(-1, -1)","(326, 1026)","(-1, -1)","(-1, -1)","(437, 940)"
"(1182, 1328)",1,"(1106, 1423)",43771,58823eae-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1324, 1275)"
,9,"(-1, -1)",40003,59292ee0-23d2-11e8-a6a3-ec086b02610b,"(1966, 1181)","(-1, -1)",,"(-1, -1)","(-1, -1)",,"(1911, 948)"
"(863, 402)",10,"(815, 344)",8936,59420fa3-23d2-11e8-a6a3-ec086b02610b,"(885, 517)","(-1, -1)","(-1, -1)","(930, 505)","(-1, -1)","(-1, -1)","(900, 468)"
"(1184, 727)",1,"(1280, 772)",7347,58f73eb8-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1116, 763)","(-1, -1)","(-1, -1)","(1054, 726)"
"(709, 877)",9,"(861, 807)",37030,588c14ce-23d2-11e8-a6a3-ec086b02610b,"(593, 1067)","(747, 998)","(-1, -1)","(585, 1021)","(834, 980)","(-1, -1)","(537, 939)"
"(1182, 933)",3,"(-1, -1)",19718,586c866e-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1310, 1032)"
"(1017, 1021)",9,"(1076, 764)",41551,58b663f2-23d2-11e8-a6a3-ec086b02610b,"(1090, 1313)","(1030, 1398)","(-1, -1)","(1000, 1353)","(875, 1439)","(-1, -1)","(-1, -1)"
"(1699, 790)",3,"(1631, 874)",1495,58e7252d-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1609, 942)","(-1, -1)","(-1, -1)","(1687, 930)","(-1, -1)","(-1, -1)"
"(827, 899)",9,"(1061, 826)",31003,58b131a2-23d2-11e8-a6a3-ec086b02610b,"(814, 1186)","(1093, 1202)","(-1, -1)","(651, 1200)","(1022, 1237)","(-1, -1)","(573, 993)"
"(1392, 677)",6,"(1435, 649)",93db1ce2-a24b-4f59-bbff-9a7144aae5b9,592f722f-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1345, 687)"
"(1452, 800)",9,"(1640, 778)",2500,5888be9a-23d2-11e8-a6a3-ec086b02610b,"(1365, 969)","(1443, 948)","(-1, -1)","(1223, 971)","(1623, 964)","(-1, -1)","(1216, 849)"
"(-1, -1)",6,"(1524, 792)",44605,58cfcca1-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1520, 962)","(-1, -1)","(-1, -1)","(1484, 906)","(-1, -1)","(-1, -1)"
"(1706, 599)",8,"(2065, 593)",94,58e72595-23d2-11e8-a6a3-ec086b02610b,"(1286, 960)","(1952, 868)","(-1, -1)","(1518, 932)","(1762, 949)","(-1, -1)","(1194, 770)"
,5,,20343,58bd1a18-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(1275, 1281)",1,"(-1, -1)",38487,58c1c1a5-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1598, 686)",10,"(1660, 648)",21196,58ec5879-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1570, 745)","(-1, -1)","(-1, -1)","(-1, -1)"
"(288, 838)",9,"(457, 763)",8180,58ff0f8a-23d2-11e8-a6a3-ec086b02610b,"(271, 1015)","(453, 995)","(-1, -1)","(136, 1050)","(443, 1087)","(-1, -1)","(56, 848)"
"(1341, 806)",1,"(1454, 891)",34945,59055e34-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1271, 819)","(1418, 933)","(-1, -1)","(1250, 691)"
"(903, 1175)",5,"(859, 1156)",43233,58dc4c73-23d2-11e8-a6a3-ec086b02610b,"(912, 1207)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(978, 1170)"
"(260, 1243)",10,"(189, 1252)",778,58718679-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(317, 1242)"
"(1150, 748)",10,"(1266, 786)",45100,589b015a-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1282, 838)","(-1, -1)","(1024, 753)","(1274, 848)","(-1, -1)","(1067, 704)"
"(572, 869)",10,"(637, 869)",13506,588f6779-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(644, 915)","(-1, -1)","(580, 936)","(633, 938)","(-1, -1)","(-1, -1)"
,33,,613789b7-7de7-11e7-884d-7845c41c2c67,5922eba9-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(499, 1021)",11,"(488, 957)",32795,58e40eb3-23d2-11e8-a6a3-ec086b02610b,"(552, 1124)","(-1, -1)","(-1, -1)","(463, 1104)","(-1, -1)","(428, 994)","(406, 901)"
"(1624, 1352)",8,"(1925, 1369)",11976,591e41c0-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1099, 1352)"
"(916, 911)",9,"(1259, 947)",42323,592478ad-23d2-11e8-a6a3-ec086b02610b,"(798, 1178)","(1099, 1198)","(-1, -1)","(658, 1166)","(1020, 1236)","(-1, -1)","(599, 985)"
"(166, 813)",5,"(196, 773)",14188,58c03467-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(155, 852)","(186, 838)","(-1, -1)","(125, 838)"
,16,,6a0187fd-9b1d-4c9e-85c1-a1d3f6ef9b8c,58fd7e32-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(1117, 681)",3,"(-1, -1)",19833,592abdd3-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1080, 749)"
"(1115, 852)",8,"(962, 897)",24868,5876817e-23d2-11e8-a6a3-ec086b02610b,"(1189, 962)","(-1, -1)","(-1, -1)","(1309, 957)","(1091, 931)","(-1, -1)","(1265, 792)"
"(1049, 882)",11,"(1096, 873)",26546,5874d5ef-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1075, 999)","(-1, -1)","(1011, 871)","(985, 742)"
,33,,6008bf8b-7de7-11e7-884d-7845c41c2c67,58bd1acd-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(1293, 804)",10,"(1373, 873)",382,5897b1be-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1275, 868)","(1323, 883)","(-1, -1)","(-1, -1)"
"(1542, 785)",9,"(964, 938)",41458,589cb377-23d2-11e8-a6a3-ec086b02610b,"(2020, 1297)","(1352, 1403)","(-1, -1)","(1514, 1326)","(1079, 1198)","(-1, -1)","(2060, 936)"
"(1295, 736)",1,"(1186, 710)",30521,589cb4ed-23d2-11e8-a6a3-ec086b02610b,"(1344, 860)","(1244, 800)","(-1, -1)","(1456, 841)","(-1, -1)","(-1, -1)","(1450, 779)"
"(1090, 721)",1,"(1185, 769)",345,5858bfeb-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1045, 764)","(1139, 799)","(-1, -1)","(997, 694)"
"(1611, 1182)",5,"(1661, 1179)",15734,59199675-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1568, 1219)","(1638, 1227)","(-1, -1)","(1509, 1170)"
"(957, 789)",9,"(826, 778)",14539,59104bd2-23d2-11e8-a6a3-ec086b02610b,"(1016, 913)","(960, 953)","(-1, -1)","(998, 886)","(885, 970)","(-1, -1)","(1057, 789)"
"(1058, 669)",3,"(1124, 833)",14729,58e59787-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(875, 561)"
"(990, 605)",34,"(789, 566)",39713,5946b8ae-23d2-11e8-a6a3-ec086b02610b,"(1187, 755)","(931, 789)","(-1, -1)","(1049, 752)","(831, 725)","(-1, -1)","(-1, -1)"
"(1096, 753)",10,"(994, 787)",18026,58adc3a2-23d2-11e8-a6a3-ec086b02610b,"(1106, 811)","(1055, 811)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1150, 769)"
"(1763, 821)",5,"(1871, 849)",15202,5871871f-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1652, 804)"
,33,,6d28c345-7de7-11e7-884d-7845c41c2c67,586936dd-23d2-11e8-a6a3-ec086b02610b,,,,,,,
,33,,7585c6f1-7de7-11e7-884d-7845c41c2c67,5930fdcc-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(1913, 822)",10,"(-1, -1)",6398,58c036bb-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(398, 663)",8,"(817, 704)",5988,58f2960c-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(699, 1024)","(-1, -1)","(72, 1056)","(386, 1038)","(-1, -1)","(-1, -1)"
"(977, 683)",5,"(1014, 697)",6298,5929304c-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(990, 714)","(-1, -1)","(-1, -1)","(891, 700)"
"(1054, 1103)",5,"(1097, 1171)",109,59199645-23d2-11e8-a6a3-ec086b02610b,"(1113, 1099)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1150, 1094)"
"(1539, 853)",5,"(1604, 803)",33505,5879d4c0-23d2-11e8-a6a3-ec086b02610b,"(1567, 903)","(1629, 900)","(-1, -1)","(1520, 917)","(1591, 879)","(-1, -1)","(1409, 893)"
"(1879, 1048)",10,"(1984, 1079)",25938,5922eaf6-23d2-11e8-a6a3-ec086b02610b,"(1893, 1093)","(-1, -1)","(-1, -1)","(1878, 1115)","(1936, 1116)","(-1, -1)","(-1, -1)"
"(346, 820)",9,"(117, 848)",24136,59199832-23d2-11e8-a6a3-ec086b02610b,"(677, 959)","(180, 986)","(-1, -1)","(493, 923)","(421, 1000)","(-1, -1)","(631, 860)"
"(1711, 798)",9,"(1976, 749)",29315,5880953d-23d2-11e8-a6a3-ec086b02610b,"(1556, 1025)","(1723, 1022)","(-1, -1)","(1402, 1046)","(1955, 1013)","(-1, -1)","(1373, 868)"
"(1729, 1041)",10,"(1664, 1099)",41325,58d15f68-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(754, 930)",9,"(778, 814)",20255,59341867-23d2-11e8-a6a3-ec086b02610b,"(750, 1126)","(837, 1097)","(-1, -1)","(-1, -1)","(709, 1152)","(-1, -1)","(-1, -1)"
,33,,5da9538f-7de7-11e7-884d-7845c41c2c67,58f10747-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(1015, 846)",9,"(754, 1017)",43177,58fa5e53-23d2-11e8-a6a3-ec086b02610b,"(1460, 1000)","(1053, 1070)","(-1, -1)","(1256, 1009)","(831, 1014)","(-1, -1)","(1413, 845)"
"(1525, 829)",3,"(1733, 947)",320,5897b04f-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1334, 891)","(1542, 966)","(-1, -1)","(1250, 775)"
"(1875, 882)",1,"(-1, -1)",3052,5900a149-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1810, 1017)","(1925, 1026)","(-1, -1)","(1646, 916)"
"(882, 783)",10,"(887, 741)",26856,586adf53-23d2-11e8-a6a3-ec086b02610b,"(860, 856)","(-1, -1)","(-1, -1)","(901, 856)","(-1, -1)","(-1, -1)","(880, 849)"
"(1629, 749)",9,"(1807, 670)",42169,59056019-23d2-11e8-a6a3-ec086b02610b,"(1551, 911)","(1638, 921)","(-1, -1)","(1430, 931)","(1824, 899)","(-1, -1)","(1408, 826)"
"(561, 713)",1,"(-1, -1)",27265,5879d23e-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(221, 805)",9,"(81, 711)",5990,58d15f6c-23d2-11e8-a6a3-ec086b02610b,"(447, 1029)","(146, 1035)","(-1, -1)","(293, 1006)","(29, 943)","(-1, -1)","(450, 873)"
,11,,34875,5919983f-23d2-11e8-a6a3-ec086b02610b,,,,,,,
,1,,12901,58eac959-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(503, 921)",16,"(684, 865)",39350,58fd7db1-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(532, 1063)","(-1, -1)","(-1, -1)","(643, 1048)","(-1, -1)","(287, 1092)"
"(1575, 1282)",10,"(1454, 1326)",38786,58dc4bbf-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
,5,"(376, 1272)",5753,590a1173-23d2-11e8-a6a3-ec086b02610b,,"(-1, -1)",,,"(-1, -1)",,
,9,,1872,589b03d1-23d2-11e8-a6a3-ec086b02610b,,,,,,,
,9,,29395,5874d6e4-23d2-11e8-a6a3-ec086b02610b,,,,,,,
,33,,70b93811-7de7-11e7-884d-7845c41c2c67,58782b53-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(1943, 874)",10,"(2027, 831)",19364,58bea611-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1526, 853)",5,"(1601, 841)",5572,586e2dfe-23d2-11e8-a6a3-ec086b02610b,"(1495, 909)","(-1, -1)","(-1, -1)","(1431, 913)","(1555, 906)","(-1, -1)","(1380, 891)"
,33,,5c760cc0-7de7-11e7-884d-7845c41c2c67,58ec566b-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(797, 314)",16,"(810, 239)",26239,588c1234-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(812, 490)"
"(1217, 892)",10,"(1134, 923)",39193,5938c310-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1414, 1029)",9,"(1073, 1155)",23150,58960ae6-23d2-11e8-a6a3-ec086b02610b,"(1786, 1378)","(1483, 1445)","(-1, -1)","(1580, 1447)","(1170, 1448)","(-1, -1)","(1798, 1015)"
"(823, 865)",10,"(764, 867)",29217,5891105c-23d2-11e8-a6a3-ec086b02610b,"(864, 895)","(-1, -1)","(-1, -1)","(882, 886)","(-1, -1)","(-1, -1)","(882, 862)"
"(1168, 704)",9,"(1276, 673)",32562,58f29508-23d2-11e8-a6a3-ec086b02610b,"(1072, 778)","(-1, -1)","(-1, -1)","(1141, 804)","(1195, 783)","(-1, -1)","(1046, 714)"
"(1996, 1027)",16,"(-1, -1)",40077,5900a160-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1787, 1001)"
